"BM_prop_random/0/1/2/8192",120,6.41412,6.41425,ms,,,,,
"BM_prop_random/1/1/2/8192",139,5.01542,5.01546,ms,,,,,
"BM_prop_random/2/1/2/8192",125,6.21614,6.21625,ms,,,,,
"BM_prop_random/3/1/2/8192",44,15.0961,15.0959,ms,,,,,
"BM_prop_random/4/1/2/8192",164,4.1172,4.11703,ms,,,,,
"BM_prop_random/5/1/2/8192",147,4.78446,4.78448,ms,,,,,
"BM_prop_random/6/1/2/8192",316,2.18362,2.18365,ms,,,,,
"BM_prop_random/7/1/2/8192",97,7.03791,7.0378,ms,,,,,
"BM_prop_random/8/1/2/8192",297,2.2835,2.28345,ms,,,,,
"BM_prop_random/0/15/2/8192",1000,7.01255,0.177818,ms,,,,,
"BM_prop_random/1/15/2/8192",1000,5.5476,0.162337,ms,,,,,
"BM_prop_random/2/15/2/8192",1000,6.53683,0.16717,ms,,,,,
"BM_prop_random/3/15/2/8192",1000,15.914,0.165412,ms,,,,,
"BM_prop_random/4/15/2/8192",1000,4.58955,0.174867,ms,,,,,
"BM_prop_random/5/15/2/8192",1000,5.28672,0.183094,ms,,,,,
"BM_prop_random/6/15/2/8192",1000,2.5478,0.131407,ms,,,,,
"BM_prop_random/7/15/2/8192",1000,7.63212,0.18815,ms,,,,,
"BM_prop_random/8/15/2/8192",1000,2.71036,0.172208,ms,,,,,
"BM_prop_random/0/16/2/8192",1000,7.0402,0.189863,ms,,,,,
"BM_prop_random/1/16/2/8192",1000,5.5337,0.171216,ms,,,,,
"BM_prop_random/2/16/2/8192",1000,6.53312,0.165276,ms,,,,,
"BM_prop_random/3/16/2/8192",1000,16.0714,0.171046,ms,,,,,
"BM_prop_random/4/16/2/8192",1000,4.59109,0.174722,ms,,,,,
"BM_prop_random/5/16/2/8192",1000,5.26257,0.170644,ms,,,,,
"BM_prop_random/6/16/2/8192",1000,2.55592,0.117337,ms,,,,,
"BM_prop_random/7/16/2/8192",1000,7.54941,0.181688,ms,,,,,
"BM_prop_random/8/16/2/8192",1000,2.66927,0.128261,ms,,,,,
"BM_prop_random/0/1/6/8192",29,22.2923,22.2925,ms,,,,,
"BM_prop_random/1/1/6/8192",37,18.3145,18.3148,ms,,,,,
"BM_prop_random/2/1/6/8192",29,23.9833,23.9832,ms,,,,,
"BM_prop_random/3/1/6/8192",21,33.9358,33.9363,ms,,,,,
"BM_prop_random/4/1/6/8192",73,9.80628,9.80648,ms,,,,,
"BM_prop_random/5/1/6/8192",62,11.6406,11.6406,ms,,,,,
"BM_prop_random/6/1/6/8192",90,8.09261,8.0927,ms,,,,,
"BM_prop_random/7/1/6/8192",27,27.3751,27.3756,ms,,,,,
"BM_prop_random/8/1/6/8192",112,6.35146,6.35153,ms,,,,,
"BM_prop_random/0/15/6/8192",1000,22.0721,0.176239,ms,,,,,
