launch_id,test_group,input_name,config_name,result,dur,finished_at,,,exp_u1m_09.04,exp_u1m_09.04
16609,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wop_s1-32_rec_rbs_ea.json,PASSED,0.00,2022-04-09 12:09:14,14.6875,,,
16619,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wop_s1-32_rec_rbs_ga.json,PASSED,0.00,2022-04-09 12:19:26,11.75,,,
16589,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wop_s1-32_sing_cart_ea.json,PASSED,0.00,2022-04-09 11:49:36,49.9375,,,
16599,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wop_s1-32_sing_cart_ga.json,PASSED,0.00,2022-04-09 11:59:36,47.97916667,,,
16569,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wop_s1-32_sing_rbs_ea.json,PASSED,0.00,2022-04-09 11:27:57,10.77083333,,,
16579,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wop_s1-32_sing_rbs_ga.json,PASSED,0.00,2022-04-09 11:38:32,25.45833333,,,
17189,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_m1-21_rec_cart_ea.json,PASSED,0.00,2022-04-09 21:00:18,41.125,,,
17199,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_m1-21_rec_cart_ga.json,PASSED,0.00,2022-04-09 21:07:07,74.41666667,,,
17169,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_m1-21_rec_rbs_ea.json,PASSED,0.00,2022-04-09 20:48:14,24.47916667,,,
17179,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_m1-21_rec_rbs_ga.json,PASSED,0.00,2022-04-09 20:53:58,17.625,,,
17149,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_m1-21_sing_cart_ea.json,TLE,0.00,2022-04-09 20:36:54,89.10416667,,,
17159,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_m1-21_sing_cart_ga.json,PASSED,0.00,2022-04-09 20:43:14,44.0625,,,
17129,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_m1-21_sing_rbs_ea.json,PASSED,0.00,2022-04-09 20:24:03,17.625,,,
17139,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_m1-21_sing_rbs_ga.json,PASSED,0.00,2022-04-09 20:30:21,21.54166667,,,
17269,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_ms1-20_rec_cart_ea.json,PASSED,0.00,2022-04-09 21:47:51,40.14583333,,,
17279,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_ms1-20_rec_cart_ga.json,PASSED,0.00,2022-04-09 21:54:20,78.33333333,,,
17249,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_ms1-20_rec_rbs_ea.json,PASSED,0.00,2022-04-09 21:36:39,21.54166667,,,
17259,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_ms1-20_rec_rbs_ga.json,PASSED,0.00,2022-04-09 21:42:06,17.625,,,
17229,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_ms1-20_sing_cart_ea.json,PASSED,0.00,2022-04-09 21:25:29,14.6875,,,
17239,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_ms1-20_sing_cart_ga.json,TLE,0.00,2022-04-09 21:32:21,89.10416667,,,
17209,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_ms1-20_sing_rbs_ea.json,PASSED,0.00,2022-04-09 21:12:51,39.16666667,,,
17219,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_ms1-20_sing_rbs_ga.json,TLE,0.00,2022-04-09 21:19:03,89.10416667,,,
17349,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_p20-1_rec_cart_ea.json,PASSED,0.00,2022-04-09 22:43:42,53.85416667,,,
17359,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_p20-1_rec_cart_ga.json,PASSED,0.00,2022-04-09 22:51:11,32.3125,,,
17329,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_p20-1_rec_rbs_ea.json,PASSED,0.00,2022-04-09 22:28:57,19.58333333,,,
17339,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_p20-1_rec_rbs_ga.json,PASSED,0.00,2022-04-09 22:35:19,27.41666667,,,
17309,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_p20-1_sing_cart_ea.json,TLE,0.00,2022-04-09 22:16:29,89.10416667,,,
17319,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_p20-1_sing_cart_ga.json,TLE,0.00,2022-04-09 22:23:43,89.10416667,,,
17289,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_p20-1_sing_rbs_ea.json,PASSED,0.00,2022-04-09 22:01:20,48.95833333,,,
17299,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_p20-1_sing_rbs_ga.json,PASSED,0.00,2022-04-09 22:07:56,3.916666667,,,
17429,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_p5-4_rec_cart_ea.json,TLE,0.00,2022-04-09 23:37:58,89.10416667,,,
17439,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_p5-4_rec_cart_ga.json,PASSED,0.00,2022-04-09 23:44:13,29.375,,,
17409,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_p5-4_rec_rbs_ea.json,PASSED,0.00,2022-04-09 23:24:21,29.375,,,
17419,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_p5-4_rec_rbs_ga.json,PASSED,0.00,2022-04-09 23:31:04,41.125,,,
17389,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_p5-4_sing_cart_ea.json,PASSED,0.00,2022-04-09 23:12:02,38.1875,,,
17399,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_p5-4_sing_cart_ga.json,PASSED,0.00,2022-04-09 23:18:36,38.1875,,,
17369,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_p5-4_sing_rbs_ea.json,TLE,0.00,2022-04-09 22:57:22,89.10416667,,,
17379,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_p5-4_sing_rbs_ga.json,PASSED,0.00,2022-04-09 23:05:00,78.33333333,,,
17509,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_ps5-4_rec_cart_ea.json,TLE,0.00,2022-04-10 00:24:55,89.10416667,,,
17519,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_ps5-4_rec_cart_ga.json,TLE,0.00,2022-04-10 00:31:35,89.10416667,,,
17489,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_ps5-4_rec_rbs_ea.json,PASSED,0.00,2022-04-10 00:14:09,30.35416667,,,
17499,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_ps5-4_rec_rbs_ga.json,PASSED,0.00,2022-04-10 00:19:09,42.10416667,,,
17469,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_ps5-4_sing_cart_ea.json,PASSED,0.00,2022-04-10 00:02:11,21.54166667,,,
17479,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_ps5-4_sing_cart_ga.json,TLE,0.00,2022-04-10 00:09:21,89.10416667,,,
17449,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_ps5-4_sing_rbs_ea.json,TLE,0.00,2022-04-09 23:50:31,89.10416667,,,
17459,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_ps5-4_sing_rbs_ga.json,TLE,0.00,2022-04-09 23:57:00,89.10416667,,,
17109,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_s1-21_rec_cart_ea.json,PASSED,0.00,2022-04-09 20:10:38,42.10416667,,,
17119,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_s1-21_rec_cart_ga.json,PASSED,0.00,2022-04-09 20:18:31,80.29166667,,,
17089,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_s1-21_rec_rbs_ea.json,PASSED,0.00,2022-04-09 19:59:24,5.875,,,
17099,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_s1-21_rec_rbs_ga.json,PASSED,0.00,2022-04-09 20:04:43,19.58333333,,,
17069,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_s1-21_sing_cart_ea.json,TLE,0.00,2022-04-09 19:49:56,89.10416667,,,
17079,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_s1-21_sing_cart_ga.json,PASSED,0.00,2022-04-09 19:54:57,10.77083333,,,
17049,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_s1-21_sing_rbs_ea.json,PASSED,0.00,2022-04-09 19:36:21,9.791666667,,,
17059,m21-u1m,sat_ktf_TF-7.tf_3_0.06_113.cnf,32_wp_s1-21_sing_rbs_ga.json,PASSED,0.00,2022-04-09 19:42:57,35.25,,,
16705,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_m1-32_rec_cart_ea.json,TLE,0.00,2022-04-09 13:44:46,89.10416667,,,
16715,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_m1-32_rec_cart_ga.json,TLE,0.00,2022-04-09 13:56:31,89.10416667,,,
16685,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_m1-32_rec_rbs_ea.json,PASSED,0.00,2022-04-09 13:23:17,4.895833333,,,
16695,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_m1-32_rec_rbs_ga.json,PASSED,0.00,2022-04-09 13:33:26,15.66666667,,,
16665,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_m1-32_sing_cart_ea.json,PASSED,0.00,2022-04-09 13:05:27,28.39583333,,,
16675,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_m1-32_sing_cart_ga.json,PASSED,0.00,2022-04-09 13:14:10,9.791666667,,,
16645,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_m1-32_sing_rbs_ea.json,PASSED,0.00,2022-04-09 12:46:13,4.895833333,,,
16655,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_m1-32_sing_rbs_ga.json,PASSED,0.00,2022-04-09 12:55:55,5.875,,,
16785,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_ms1-31_rec_cart_ea.json,TLE,0.00,2022-04-09 15:03:13,89.10416667,,,
16795,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_ms1-31_rec_cart_ga.json,PASSED,0.00,2022-04-09 15:12:46,31.33333333,,,
16765,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_ms1-31_rec_rbs_ea.json,TLE,0.00,2022-04-09 14:44:43,89.10416667,,,
16775,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_ms1-31_rec_rbs_ga.json,PASSED,0.00,2022-04-09 14:53:48,21.54166667,,,
16745,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_ms1-31_sing_cart_ea.json,PASSED,0.00,2022-04-09 14:23:18,30.35416667,,,
16755,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_ms1-31_sing_cart_ga.json,PASSED,0.00,2022-04-09 14:32:20,37.20833333,,,
16725,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_ms1-31_sing_rbs_ea.json,PASSED,0.00,2022-04-09 14:07:31,4.895833333,,,
16735,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_ms1-31_sing_rbs_ga.json,PASSED,0.00,2022-04-09 14:13:04,2.9375,,,
16865,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_p31-1_rec_cart_ea.json,TLE,0.00,2022-04-09 16:36:58,89.10416667,,,
16875,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_p31-1_rec_cart_ga.json,TLE,0.00,2022-04-09 16:50:03,89.10416667,,,
16845,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_p31-1_rec_rbs_ea.json,PASSED,0.00,2022-04-09 16:14:20,38.1875,,,
16855,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_p31-1_rec_rbs_ga.json,PASSED,0.00,2022-04-09 16:25:00,20.5625,,,
16825,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_p31-1_sing_cart_ea.json,TLE,0.00,2022-04-09 15:48:47,89.10416667,,,
16835,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_p31-1_sing_cart_ga.json,TLE,0.00,2022-04-09 16:01:17,89.10416667,,,
16805,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_p31-1_sing_rbs_ea.json,PASSED,0.00,2022-04-09 15:25:31,10.77083333,,,
16815,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_p31-1_sing_rbs_ga.json,PASSED,0.00,2022-04-09 15:37:10,44.0625,,,
16945,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_p6-5_rec_cart_ea.json,TLE,0.00,2022-04-09 17:57:59,89.10416667,,,
16955,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_p6-5_rec_cart_ga.json,TLE,0.00,2022-04-09 18:09:52,89.10416667,,,
16925,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_p6-5_rec_rbs_ea.json,PASSED,0.00,2022-04-09 17:38:15,65.60416667,,,
16935,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_p6-5_rec_rbs_ga.json,TLE,0.00,2022-04-09 17:47:37,89.10416667,,,
16905,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_p6-5_sing_cart_ea.json,PASSED,0.00,2022-04-09 17:17:24,14.6875,,,
16915,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_p6-5_sing_cart_ga.json,TLE,0.00,2022-04-09 17:27:48,89.10416667,,,
16885,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_p6-5_sing_rbs_ea.json,PASSED,0.00,2022-04-09 17:02:10,1.958333333,,,
16895,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_p6-5_sing_rbs_ga.json,PASSED,0.00,2022-04-09 17:09:47,5.875,,,
17025,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_ps6-5_rec_cart_ea.json,TLE,0.00,2022-04-09 19:13:43,89.10416667,,,
17035,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_ps6-5_rec_cart_ga.json,TLE,0.00,2022-04-09 19:25:32,89.10416667,,,
17005,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_ps6-5_rec_rbs_ea.json,PASSED,0.00,2022-04-09 18:53:51,20.5625,,,
17015,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_ps6-5_rec_rbs_ga.json,PASSED,0.00,2022-04-09 19:03:04,26.4375,,,
16985,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_ps6-5_sing_cart_ea.json,PASSED,0.00,2022-04-09 18:37:02,29.375,,,
16995,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_ps6-5_sing_cart_ga.json,PASSED,0.00,2022-04-09 18:45:40,1.958333333,,,
16965,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_ps6-5_sing_rbs_ea.json,PASSED,0.00,2022-04-09 18:19:20,6.854166667,,,
16975,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_ps6-5_sing_rbs_ga.json,PASSED,0.00,2022-04-09 18:27:45,12.72916667,,,
16625,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_s1-32_rec_cart_ea.json,TLE,0.00,2022-04-09 12:25:33,89.10416667,,,
16635,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_s1-32_rec_cart_ga.json,PASSED,0.00,2022-04-09 12:35:09,12.72916667,,,
16605,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_s1-32_rec_rbs_ea.json,PASSED,0.00,2022-04-09 12:04:26,11.75,,,
16615,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_s1-32_rec_rbs_ga.json,PASSED,0.00,2022-04-09 12:15:17,7.833333333,,,
16585,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_s1-32_sing_cart_ea.json,PASSED,0.00,2022-04-09 11:44:12,20.5625,,,
16595,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_s1-32_sing_cart_ga.json,PASSED,0.00,2022-04-09 11:54:55,6.854166667,,,
16565,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_s1-32_sing_rbs_ea.json,PASSED,0.00,2022-04-09 11:24:30,3.916666667,,,
16575,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wop_s1-32_sing_rbs_ga.json,PASSED,0.00,2022-04-09 11:33:33,7.833333333,,,
17185,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_m1-21_rec_cart_ea.json,PASSED,0.00,2022-04-09 20:58:33,12.72916667,,,
17195,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_m1-21_rec_cart_ga.json,PASSED,0.00,2022-04-09 21:04:46,25.45833333,,,
17165,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_m1-21_rec_rbs_ea.json,PASSED,0.00,2022-04-09 20:46:38,4.895833333,,,
17175,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_m1-21_rec_rbs_ga.json,PASSED,0.00,2022-04-09 20:52:19,4.895833333,,,
17145,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_m1-21_sing_cart_ea.json,PASSED,0.00,2022-04-09 20:33:58,14.6875,,,
17155,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_m1-21_sing_cart_ga.json,PASSED,0.00,2022-04-09 20:41:32,14.6875,,,
17125,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_m1-21_sing_rbs_ea.json,PASSED,0.00,2022-04-09 20:22:36,6.854166667,,,
17135,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_m1-21_sing_rbs_ga.json,PASSED,0.00,2022-04-09 20:28:38,8.8125,,,
17265,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_ms1-20_rec_cart_ea.json,PASSED,0.00,2022-04-09 21:46:06,18.60416667,,,
17275,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_ms1-20_rec_cart_ga.json,PASSED,0.00,2022-04-09 21:51:58,14.6875,,,
17245,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_ms1-20_rec_rbs_ea.json,PASSED,0.00,2022-04-09 21:35:30,5.875,,,
17255,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_ms1-20_rec_rbs_ga.json,PASSED,0.00,2022-04-09 21:40:49,16.64583333,,,
17225,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_ms1-20_sing_cart_ea.json,PASSED,0.00,2022-04-09 21:23:16,18.60416667,,,
17235,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_ms1-20_sing_cart_ga.json,PASSED,0.00,2022-04-09 21:29:34,14.6875,,,
17205,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_ms1-20_sing_rbs_ea.json,PASSED,0.00,2022-04-09 21:11:23,4.895833333,,,
17215,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_ms1-20_sing_rbs_ga.json,PASSED,0.00,2022-04-09 21:16:09,13.70833333,,,
17345,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_p20-1_rec_cart_ea.json,PASSED,0.00,2022-04-09 22:40:19,19.58333333,,,
17355,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_p20-1_rec_cart_ga.json,PASSED,0.00,2022-04-09 22:49:08,10.77083333,,,
17325,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_p20-1_rec_rbs_ea.json,PASSED,0.00,2022-04-09 22:27:21,7.833333333,,,
17335,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_p20-1_rec_rbs_ga.json,PASSED,0.00,2022-04-09 22:33:17,13.70833333,,,
17305,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_p20-1_sing_cart_ea.json,PASSED,0.00,2022-04-09 22:13:36,21.54166667,,,
17315,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_p20-1_sing_cart_ga.json,PASSED,0.00,2022-04-09 22:20:41,9.791666667,,,
17285,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_p20-1_sing_rbs_ea.json,PASSED,0.00,2022-04-09 21:58:45,7.833333333,,,
17295,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_p20-1_sing_rbs_ga.json,PASSED,0.00,2022-04-09 22:06:29,19.58333333,,,
17425,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_p5-4_rec_cart_ea.json,PASSED,0.00,2022-04-09 23:35:29,27.41666667,,,
17435,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_p5-4_rec_cart_ga.json,PASSED,0.00,2022-04-09 23:42:53,47.97916667,,,
17405,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_p5-4_rec_rbs_ea.json,PASSED,0.00,2022-04-09 23:23:04,25.45833333,,,
17415,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_p5-4_rec_rbs_ga.json,PASSED,0.00,2022-04-09 23:29:18,12.72916667,,,
17385,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_p5-4_sing_cart_ea.json,PASSED,0.00,2022-04-09 23:10:19,48.95833333,,,
17395,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_p5-4_sing_cart_ga.json,PASSED,0.00,2022-04-09 23:16:52,14.6875,,,
17365,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_p5-4_sing_rbs_ea.json,PASSED,0.00,2022-04-09 22:55:09,13.70833333,,,
17375,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_p5-4_sing_rbs_ga.json,PASSED,0.00,2022-04-09 23:02:24,16.64583333,,,
17505,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_ps5-4_rec_cart_ea.json,PASSED,0.00,2022-04-10 00:22:38,9.791666667,,,
17515,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_ps5-4_rec_cart_ga.json,PASSED,0.00,2022-04-10 00:28:37,7.833333333,,,
17485,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_ps5-4_rec_rbs_ea.json,PASSED,0.00,2022-04-10 00:12:45,14.6875,,,
17495,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_ps5-4_rec_rbs_ga.json,PASSED,0.00,2022-04-10 00:17:28,10.77083333,,,
17465,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_ps5-4_sing_cart_ea.json,PASSED,0.00,2022-04-10 00:00:57,2.9375,,,
17475,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_ps5-4_sing_cart_ga.json,PASSED,0.00,2022-04-10 00:06:26,17.625,,,
17445,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_ps5-4_sing_rbs_ea.json,PASSED,0.00,2022-04-09 23:48:10,11.75,,,
17455,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_ps5-4_sing_rbs_ga.json,PASSED,0.00,2022-04-09 23:54:34,10.77083333,,,
17105,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_s1-21_rec_cart_ea.json,PASSED,0.00,2022-04-09 20:08:40,12.72916667,,,
17115,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_s1-21_rec_cart_ga.json,PASSED,0.00,2022-04-09 20:15:34,15.66666667,,,
17085,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_s1-21_rec_rbs_ea.json,PASSED,0.00,2022-04-09 19:58:20,18.60416667,,,
17095,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_s1-21_rec_rbs_ga.json,PASSED,0.00,2022-04-09 20:03:31,13.70833333,,,
17065,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_s1-21_sing_cart_ea.json,PASSED,0.00,2022-04-09 19:47:38,18.60416667,,,
17075,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_s1-21_sing_cart_ga.json,PASSED,0.00,2022-04-09 19:53:43,7.833333333,,,
17045,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_s1-21_sing_rbs_ea.json,PASSED,0.00,2022-04-09 19:34:54,2.9375,,,
17055,m21-u1m,sat_maximum_constrained_partition_14_bits_n200.cnf,32_wp_s1-21_sing_rbs_ga.json,PASSED,0.00,2022-04-09 19:41:23,4.895833333,,,
16708,m21-u1m,sat_prime_a20_b20.cnf,32_wop_m1-32_rec_cart_ea.json,TLE,0.00,2022-04-09 13:48:11,89.10416667,,,
16718,m21-u1m,sat_prime_a20_b20.cnf,32_wop_m1-32_rec_cart_ga.json,TLE,0.00,2022-04-09 14:01:04,89.10416667,,,
16688,m21-u1m,sat_prime_a20_b20.cnf,32_wop_m1-32_rec_rbs_ea.json,TLE,0.00,2022-04-09 13:26:54,89.10416667,,,
16698,m21-u1m,sat_prime_a20_b20.cnf,32_wop_m1-32_rec_rbs_ga.json,PASSED,0.00,2022-04-09 13:37:42,72.45833333,,,
16668,m21-u1m,sat_prime_a20_b20.cnf,32_wop_m1-32_sing_cart_ea.json,PASSED,0.00,2022-04-09 13:08:42,12.72916667,,,
16678,m21-u1m,sat_prime_a20_b20.cnf,32_wop_m1-32_sing_cart_ga.json,PASSED,0.00,2022-04-09 13:17:16,3.916666667,,,
16648,m21-u1m,sat_prime_a20_b20.cnf,32_wop_m1-32_sing_rbs_ea.json,PASSED,0.00,2022-04-09 12:50:02,85.1875,,,
16658,m21-u1m,sat_prime_a20_b20.cnf,32_wop_m1-32_sing_rbs_ga.json,TLE,0.00,2022-04-09 12:59:28,89.10416667,,,
