"BM_prop_tree/0/1/2",74095,0.00943326,0.0094143,ms,,,,,
"BM_prop_tree/1/1/2",83679,0.00846983,0.00846409,ms,,,,,
"BM_prop_tree/2/1/2",68984,0.00984381,0.00984318,ms,,,,,
"BM_prop_tree/3/1/2",39250,0.0176054,0.0176052,ms,,,,,
"BM_prop_tree/4/1/2",186755,0.00371296,0.00371273,ms,,,,,
"BM_prop_tree/5/1/2",164838,0.00424549,0.0042388,ms,,,,,
"BM_prop_tree/6/1/2",261179,0.00266645,0.0026652,ms,,,,,
"BM_prop_tree/7/1/2",66566,0.0104372,0.0104365,ms,,,,,
"BM_prop_tree/8/1/2",346174,0.0020038,0.00200363,ms,,,,,
"BM_prop_tree/0/15/2",51298,0.0327467,0.0136249,ms,,,,,
"BM_prop_tree/1/15/2",50549,0.032121,0.013958,ms,,,,,
"BM_prop_tree/2/15/2",49669,0.0340062,0.0139825,ms,,,,,
"BM_prop_tree/3/15/2",50946,0.041887,0.0143464,ms,,,,,
"BM_prop_tree/4/15/2",49620,0.0264389,0.0139483,ms,,,,,
"BM_prop_tree/5/15/2",50147,0.0259936,0.0132137,ms,,,,,
"BM_prop_tree/6/15/2",50265,0.0252421,0.0140611,ms,,,,,
"BM_prop_tree/7/15/2",49795,0.0341046,0.0138663,ms,,,,,
"BM_prop_tree/8/15/2",49913,0.0244441,0.0137646,ms,,,,,
"BM_prop_tree/0/16/2",50078,0.0325448,0.013651,ms,,,,,
"BM_prop_tree/1/16/2",50191,0.0322152,0.0138677,ms,,,,,
"BM_prop_tree/2/16/2",50847,0.0344926,0.0139074,ms,,,,,
"BM_prop_tree/3/16/2",49370,0.0426208,0.0138685,ms,,,,,
"BM_prop_tree/4/16/2",49427,0.0261498,0.0137177,ms,,,,,
"BM_prop_tree/5/16/2",50506,0.0267237,0.0138316,ms,,,,,
"BM_prop_tree/6/16/2",49286,0.0250611,0.0139725,ms,,,,,
"BM_prop_tree/7/16/2",49504,0.0341714,0.0137572,ms,,,,,
"BM_prop_tree/8/16/2",49465,0.0242628,0.0136798,ms,,,,,
"BM_prop_tree/0/1/6",7852,0.0912005,0.0912005,ms,,,,,
"BM_prop_tree/1/1/6",9244,0.0778107,0.0778111,ms,,,,,
"BM_prop_tree/2/1/6",7324,0.0972072,0.0972072,ms,,,,,
"BM_prop_tree/3/1/6",4437,0.156029,0.156026,ms,,,,,
"BM_prop_tree/4/1/6",19286,0.0362439,0.0362433,ms,,,,,
"BM_prop_tree/5/1/6",16958,0.0409532,0.0409521,ms,,,,,
"BM_prop_tree/6/1/6",21307,0.032453,0.0324527,ms,,,,,
"BM_prop_tree/7/1/6",6450,0.103784,0.103782,ms,,,,,
"BM_prop_tree/8/1/6",31821,0.0202929,0.020293,ms,,,,,
"BM_prop_tree/0/15/6",50046,0.118144,0.0137344,ms,,,,,
"BM_prop_tree/1/15/6",48562,0.105888,0.0138063,ms,,,,,
"BM_prop_tree/2/15/6",49895,0.127972,0.014407,ms,,,,,
"BM_prop_tree/3/15/6",48968,0.215835,0.0144716,ms,,,,,
"BM_prop_tree/4/15/6",48571,0.061251,0.0137265,ms,,,,,
"BM_prop_tree/5/15/6",50024,0.0664844,0.013838,ms,,,,,
"BM_prop_tree/6/15/6",50604,0.0576776,0.0139495,ms,,,,,
"BM_prop_tree/7/15/6",49299,0.134512,0.0141072,ms,,,,,
"BM_prop_tree/8/15/6",49435,0.0438704,0.0138874,ms,,,,,
"BM_prop_tree/0/16/6",49200,0.119176,0.013764,ms,,,,,
"BM_prop_tree/1/16/6",50063,0.106602,0.0139682,ms,,,,,
"BM_prop_tree/2/16/6",49489,0.128852,0.0140932,ms,,,,,
"BM_prop_tree/3/16/6",49063,0.197912,0.0141384,ms,,,,,
"BM_prop_tree/4/16/6",49658,0.060174,0.0136364,ms,,,,,
"BM_prop_tree/5/16/6",50808,0.0668725,0.0141565,ms,,,,,
"BM_prop_tree/6/16/6",50901,0.057249,0.0140661,ms,,,,,
"BM_prop_tree/7/16/6",48956,0.137392,0.0141098,ms,,,,,
"BM_prop_tree/8/16/6",50210,0.0434516,0.0135947,ms,,,,,
"BM_prop_tree/0/1/10",706,0.96749,0.96749,ms,,,,,
"BM_prop_tree/1/1/10",881,0.889181,0.889173,ms,,,,,
"BM_prop_tree/2/1/10",597,1.14979,1.14977,ms,,,,,
"BM_prop_tree/3/1/10",915,0.740659,0.740645,ms,,,,,
"BM_prop_tree/4/1/10",2753,0.265889,0.265887,ms,,,,,
"BM_prop_tree/5/1/10",2122,0.331445,0.331439,ms,,,,,
"BM_prop_tree/6/1/10",1794,0.372233,0.372224,ms,,,,,
"BM_prop_tree/7/1/10",598,1.14019,1.14017,ms,,,,,
"BM_prop_tree/8/1/10",2996,0.23513,0.23513,ms,,,,,
"BM_prop_tree/0/15/10",10000,1.14428,0.0183859,ms,,,,,
"BM_prop_tree/1/15/10",10000,1.04305,0.0180208,ms,,,,,
"BM_prop_tree/2/15/10",10000,1.31932,0.0189697,ms,,,,,
"BM_prop_tree/3/15/10",10000,0.914778,0.0176396,ms,,,,,
"BM_prop_tree/4/15/10",10000,0.322157,0.0150218,ms,,,,,
"BM_prop_tree/5/15/10",10000,0.385397,0.0151563,ms,,,,,
"BM_prop_tree/6/15/10",10000,0.438943,0.0151311,ms,,,,,
"BM_prop_tree/7/15/10",10000,1.29999,0.0180875,ms,,,,,
"BM_prop_tree/8/15/10",10000,0.25969,0.0143303,ms,,,,,
"BM_prop_tree/0/16/10",10000,1.13886,0.0183719,ms,,,,,
"BM_prop_tree/1/16/10",10000,1.04489,0.0174396,ms,,,,,
"BM_prop_tree/2/16/10",10000,1.29572,0.0179806,ms,,,,,
"BM_prop_tree/3/16/10",10000,0.88373,0.0171375,ms,,,,,
"BM_prop_tree/4/16/10",10000,0.314041,0.0148258,ms,,,,,
"BM_prop_tree/5/16/10",10000,0.430172,0.0158844,ms,,,,,
"BM_prop_tree/6/16/10",10000,0.471633,0.0157996,ms,,,,,
"BM_prop_tree/7/16/10",10000,1.30872,0.0187173,ms,,,,,
"BM_prop_tree/8/16/10",10000,0.270122,0.0145625,ms,,,,,
"BM_prop_tree/0/1/14",51,12.1162,12.1164,ms,,,,,
"BM_prop_tree/1/1/14",55,13.1292,13.1289,ms,,,,,
"BM_prop_tree/2/1/14",41,16.9979,16.9974,ms,,,,,
"BM_prop_tree/3/1/14",281,2.49448,2.49449,ms,,,,,
"BM_prop_tree/4/1/14",477,1.48833,1.48831,ms,,,,,
"BM_prop_tree/5/1/14",332,2.06745,2.06742,ms,,,,,
"BM_prop_tree/6/1/14",180,3.82963,3.82943,ms,,,,,
"BM_prop_tree/7/1/14",40,15.3059,15.305,ms,,,,,
"BM_prop_tree/8/1/14",253,2.56764,2.5676,ms,,,,,
"BM_prop_tree/0/15/14",1000,5.69849,0.142155,ms,,,,,
"BM_prop_tree/1/15/14",1000,5.56094,0.167781,ms,,,,,
"BM_prop_tree/2/15/14",1000,7.99271,0.358468,ms,,,,,
"BM_prop_tree/3/15/14",11153,1.82783,0.0624189,ms,,,,,
"BM_prop_tree/4/15/14",10000,0.861692,0.0519188,ms,,,,,
"BM_prop_tree/5/15/14",13169,1.26676,0.0545354,ms,,,,,
"BM_prop_tree/6/15/14",13601,2.00917,0.0521686,ms,,,,,
"BM_prop_tree/7/15/14",1000,7.1131,0.306008,ms,,,,,
"BM_prop_tree/8/15/14",10000,1.4398,0.05005,ms,,,,,
"BM_prop_tree/0/16/14",1000,4.48451,0.215686,ms,,,,,
"BM_prop_tree/1/16/14",1000,4.56753,0.102639,ms,,,,,
"BM_prop_tree/2/16/14",1000,6.17977,0.27223,ms,,,,,
"BM_prop_tree/3/16/14",12491,1.67201,0.0573166,ms,,,,,
"BM_prop_tree/4/16/14",10000,0.817105,0.0493032,ms,,,,,
"BM_prop_tree/5/16/14",10000,1.06019,0.0490274,ms,,,,,
