Duration: 300
step,size,rho,fit
981,12,0.996,13
982,12,0.996,13
983,12,0.996,13
984,12,0.996,13
985,12,0.996,13
986,12,0.996,13
987,12,0.996,13
988,12,0.996,13
989,12,0.996,13
990,12,0.996,13
991,12,0.996,13
992,12,0.996,13
993,12,0.996,13
994,12,0.996,13
995,12,0.996,13
996,12,0.996,13
997,12,0.996,13
998,12,0.996,13
999,12,0.996,13
1000,12,0.996,13
1001,12,0.996,13
1002,12,0.996,13
1003,12,0.996,13
1004,12,0.996,13
1005,12,0.996,13
1006,12,0.996,13
1007,12,0.996,13
1008,12,0.996,13
1009,12,0.996,13
1010,12,0.996,13
1011,12,0.996,13
1012,12,0.996,13
1013,12,0.996,13
1014,12,0.996,13
1015,12,0.996,13
1016,12,0.996,13
1017,12,0.996,13
1018,12,0.996,13
1019,12,0.996,13
1020,12,0.996,13
1021,12,0.996,13
1022,12,0.996,13
1023,12,0.996,13
1024,12,0.996,13
1025,12,0.996,13
1026,12,0.996,13
1027,12,0.996,13
1028,12,0.996,13
1029,12,0.996,13
1030,12,0.996,13
1031,12,0.996,13
1032,12,0.996,13
1033,12,0.996,13
1034,12,0.996,13
1035,12,0.996,13
1036,12,0.996,13
1037,12,0.996,13
1038,12,0.996,13
1039,12,0.996,13
1040,12,0.996,13
1041,12,0.996,13
1042,12,0.996,13
1043,12,0.996,13
1044,12,0.996,13
1045,12,0.996,13
1046,12,0.996,13
1047,12,0.996,13
1048,12,0.996,13
1049,12,0.996,13
1050,12,0.996,13
1051,12,0.996,13
1052,12,0.996,13
1053,12,0.996,13
1054,12,0.996,13
1055,12,0.996,13
1056,12,0.996,13
1057,12,0.996,13
1058,12,0.996,13
1059,12,0.996,13
1060,12,0.996,13
1061,12,0.996,13
1062,12,0.996,13
1063,12,0.996,13
1064,12,0.996,13
1065,12,0.996,13
1066,12,0.996,13
1067,12,0.996,13
1068,12,0.996,13
1069,12,0.996,13
1070,12,0.996,13
1071,12,0.996,13
1072,12,0.996,13
1073,12,0.996,13
1074,12,0.996,13
1075,12,0.996,13
1076,12,0.996,13
1077,12,0.996,13
1078,12,0.996,13
1079,12,0.996,13
1080,12,0.996,13
1081,12,0.996,13
1082,12,0.996,13
1083,12,0.996,13
1084,12,0.996,13
1085,12,0.996,13
1086,12,0.996,13
1087,12,0.996,13
1088,12,0.996,13
1089,12,0.996,13
1090,12,0.996,13
1091,12,0.996,13
1092,12,0.996,13
1093,12,0.996,13
1094,12,0.996,13
1095,12,0.996,13
1096,12,0.996,13
1097,12,0.996,13
1098,12,0.996,13
1099,12,0.996,13
1100,12,0.996,13
1101,12,0.996,13
1102,12,0.996,13
1103,12,0.996,13
1104,12,0.996,13
1105,12,0.996,13
1106,12,0.996,13
1107,12,0.996,13
1108,12,0.996,13
1109,12,0.996,13
1110,12,0.996,13
1111,12,0.996,13
1112,12,0.996,13
1113,12,0.996,13
1114,12,0.996,13
1115,12,0.996,13
1116,12,0.996,13
1117,12,0.996,13
1118,12,0.996,13
1119,12,0.996,13
1120,12,0.996,13
1121,12,0.996,13
1122,12,0.996,13
1123,12,0.996,13
1124,12,0.996,13
1125,12,0.996,13
1126,12,0.996,13
1127,12,0.996,13
1128,12,0.996,13
1129,12,0.996,13
1130,12,0.996,13
1131,12,0.996,13
1132,12,0.996,13
1133,12,0.996,13
1134,12,0.996,13
1135,12,0.996,13
1136,12,0.996,13
1137,12,0.996,13
