Duration: 300
step,size,rho,fit
50538,13,0.977,15
50539,13,0.977,15
50540,13,0.977,15
50541,13,0.977,15
50542,13,0.977,15
50543,13,0.977,15
50544,13,0.977,15
50545,13,0.977,15
50546,13,0.977,15
50547,13,0.977,15
50548,13,0.977,15
50549,13,0.977,15
50550,13,0.977,15
50551,13,0.977,15
50552,13,0.977,15
50553,13,0.977,15
50554,13,0.977,15
50555,13,0.977,15
50556,13,0.977,15
50557,13,0.977,15
50558,13,0.977,15
50559,13,0.977,15
50560,13,0.977,15
50561,13,0.977,15
50562,13,0.977,15
50563,13,0.977,15
50564,13,0.977,15
50565,13,0.977,15
50566,13,0.977,15
50567,13,0.977,15
50568,13,0.977,15
50569,13,0.977,15
50570,13,0.977,15
50571,13,0.977,15
50572,13,0.977,15
50573,13,0.977,15
50574,13,0.977,15
50575,13,0.977,15
50576,13,0.977,15
50577,13,0.977,15
50578,13,0.977,15
50579,13,0.977,15
50580,13,0.977,15
50581,13,0.977,15
50582,13,0.977,15
50583,13,0.977,15
50584,13,0.977,15
50585,13,0.977,15
50586,13,0.977,15
50587,13,0.977,15
50588,13,0.977,15
50589,13,0.977,15
50590,13,0.977,15
50591,13,0.977,15
50592,13,0.977,15
50593,13,0.977,15
50594,13,0.977,15
50595,13,0.977,15
50596,13,0.977,15
50597,13,0.977,15
50598,13,0.977,15
50599,13,0.977,15
50600,13,0.977,15
50601,13,0.977,15
50602,13,0.977,15
50603,13,0.977,15
50604,13,0.977,15
50605,13,0.977,15
50606,13,0.977,15
50607,13,0.977,15
50608,13,0.977,15
50609,13,0.977,15
50610,13,0.977,15
50611,13,0.977,15
50612,13,0.977,15
50613,13,0.977,15
50614,13,0.977,15
50615,13,0.977,15
50616,13,0.977,15
50617,13,0.977,15
50618,13,0.977,15
50619,13,0.977,15
50620,13,0.977,15
50621,13,0.977,15
50622,13,0.977,15
50623,13,0.977,15
50624,13,0.977,15
50625,13,0.977,15
50626,13,0.977,15
50627,13,0.977,15
50628,13,0.977,15
50629,13,0.977,15
50630,13,0.977,15
50631,13,0.977,15
50632,13,0.977,15
50633,13,0.977,15
50634,13,0.977,15
50635,13,0.977,15
50636,13,0.977,15
50637,13,0.977,15
50638,13,0.977,15
50639,13,0.977,15
50640,13,0.977,15
50641,13,0.977,15
50642,13,0.977,15
50643,13,0.977,15
50644,13,0.977,15
50645,13,0.977,15
50646,13,0.977,15
50647,13,0.977,15
50648,13,0.977,15
50649,13,0.977,15
50650,13,0.977,15
50651,13,0.977,15
50652,13,0.977,15
50653,13,0.977,15
50654,13,0.977,15
50655,13,0.977,15
50656,13,0.977,15
50657,13,0.977,15
50658,13,0.977,15
50659,13,0.977,15
50660,13,0.977,15
50661,13,0.977,15
50662,13,0.977,15
50663,13,0.977,15
50664,13,0.977,15
50665,13,0.977,15
50666,13,0.977,15
50667,13,0.977,15
50668,13,0.977,15
50669,13,0.977,15
50670,13,0.977,15
50671,13,0.977,15
50672,13,0.977,15
50673,13,0.977,15
50674,13,0.977,15
50675,13,0.977,15
50676,13,0.977,15
50677,13,0.977,15
50678,13,0.977,15
50679,13,0.977,15
50680,13,0.977,15
50681,13,0.977,15
50682,13,0.977,15
50683,13,0.977,15
50684,13,0.977,15
50685,13,0.977,15
50686,13,0.977,15
50687,13,0.977,15
50688,13,0.977,15
50689,13,0.977,15
50690,13,0.977,15
50691,13,0.977,15
50692,13,0.977,15
50693,13,0.977,15
50694,13,0.977,15
50695,13,0.977,15
50696,13,0.977,15
50697,13,0.977,15
50698,13,0.977,15
50699,13,0.977,15
50700,13,0.977,15
50701,13,0.977,15
50702,13,0.977,15
50703,13,0.977,15
50704,13,0.977,15
50705,13,0.977,15
50706,13,0.977,15
50707,13,0.977,15
50708,13,0.977,15
50709,13,0.977,15
50710,13,0.977,15
50711,13,0.977,15
50712,13,0.977,15
50713,13,0.977,15
50714,13,0.977,15
50715,13,0.977,15
50716,13,0.977,15
50717,13,0.977,15
50718,13,0.977,15
50719,13,0.977,15
50720,13,0.977,15
50721,13,0.977,15
50722,13,0.977,15
50723,13,0.977,15
50724,13,0.977,15
50725,13,0.977,15
50726,13,0.977,15
50727,13,0.977,15
50728,13,0.977,15
50729,13,0.977,15
50730,13,0.977,15
50731,13,0.977,15
50732,13,0.977,15
50733,13,0.977,15
50734,13,0.977,15
50735,13,0.977,15
50736,13,0.977,15
50737,13,0.977,15
50738,13,0.977,15
50739,13,0.977,15
50740,13,0.977,15
50741,13,0.977,15
50742,13,0.977,15
50743,13,0.977,15
50744,13,0.977,15
50745,13,0.977,15
50746,13,0.977,15
50747,13,0.977,15
50748,13,0.977,15
50749,13,0.977,15
50750,13,0.977,15
50751,13,0.977,15
50752,13,0.977,15
50753,13,0.977,15
50754,13,0.977,15
50755,13,0.977,15
50756,13,0.977,15
50757,13,0.977,15
50758,13,0.977,15
50759,13,0.977,15
50760,13,0.977,15
50761,13,0.977,15
50762,13,0.977,15
50763,13,0.977,15
50764,13,0.977,15
50765,13,0.977,15
50766,13,0.977,15
50767,13,0.977,15
50768,13,0.977,15
50769,13,0.977,15
50770,13,0.977,15
50771,13,0.977,15
50772,13,0.977,15
50773,13,0.977,15
50774,13,0.977,15
50775,13,0.977,15
50776,13,0.977,15
50777,13,0.977,15
50778,13,0.977,15
50779,13,0.977,15
50780,13,0.977,15
50781,13,0.977,15
50782,13,0.977,15
50783,13,0.977,15
50784,13,0.977,15
50785,13,0.977,15
50786,13,0.977,15
50787,13,0.977,15
50788,13,0.977,15
50789,13,0.977,15
50790,13,0.977,15
50791,13,0.977,15
50792,13,0.977,15
50793,13,0.977,15
50794,13,0.977,15
50795,13,0.977,15
50796,13,0.977,15
50797,13,0.977,15
50798,13,0.977,15
50799,13,0.977,15
50800,13,0.977,15
50801,13,0.977,15
50802,13,0.977,15
50803,13,0.977,15
50804,13,0.977,15
50805,13,0.977,15
50806,13,0.977,15
50807,13,0.977,15
50808,13,0.977,15
50809,13,0.977,15
50810,13,0.977,15
50811,13,0.977,15
50812,13,0.977,15
50813,13,0.977,15
50814,13,0.977,15
50815,13,0.977,15
50816,13,0.977,15
50817,13,0.977,15
50818,13,0.977,15
50819,13,0.977,15
50820,13,0.977,15
50821,13,0.977,15
50822,13,0.977,15
50823,13,0.977,15
50824,13,0.977,15
50825,13,0.977,15
50826,13,0.977,15
50827,13,0.977,15
50828,13,0.977,15
50829,13,0.977,15
50830,13,0.977,15
50831,13,0.977,15
50832,13,0.977,15
50833,13,0.977,15
50834,13,0.977,15
50835,13,0.977,15
50836,13,0.977,15
50837,13,0.977,15
50838,13,0.977,15
50839,13,0.977,15
50840,13,0.977,15
50841,13,0.977,15
50842,13,0.977,15
50843,13,0.977,15
50844,13,0.977,15
50845,13,0.977,15
50846,13,0.977,15
50847,13,0.977,15
50848,13,0.977,15
50849,13,0.977,15
50850,13,0.977,15
50851,13,0.977,15
50852,13,0.977,15
50853,13,0.977,15
50854,13,0.977,15
50855,13,0.977,15
50856,13,0.977,15
50857,13,0.977,15
50858,13,0.977,15
50859,13,0.977,15
50860,13,0.977,15
50861,13,0.977,15
50862,13,0.977,15
50863,13,0.977,15
50864,13,0.977,15
50865,13,0.977,15
50866,13,0.977,15
50867,13,0.977,15
50868,13,0.977,15
50869,13,0.977,15
50870,13,0.977,15
50871,13,0.977,15
50872,13,0.977,15
50873,13,0.977,15
50874,13,0.977,15
50875,13,0.977,15
50876,13,0.977,15
50877,13,0.977,15
50878,13,0.977,15
50879,13,0.977,15
50880,13,0.977,15
50881,13,0.977,15
50882,13,0.977,15
50883,13,0.977,15
50884,13,0.977,15
50885,13,0.977,15
50886,13,0.977,15
50887,13,0.977,15
50888,13,0.977,15
50889,13,0.977,15
50890,13,0.977,15
50891,13,0.977,15
50892,13,0.977,15
50893,13,0.977,15
50894,13,0.977,15
50895,13,0.977,15
50896,13,0.977,15
50897,13,0.977,15
50898,13,0.977,15
50899,13,0.977,15
50900,13,0.977,15
50901,13,0.977,15
50902,13,0.977,15
50903,13,0.977,15
50904,13,0.977,15
50905,13,0.977,15
50906,13,0.977,15
50907,13,0.977,15
50908,13,0.977,15
50909,13,0.977,15
50910,13,0.977,15
50911,13,0.977,15
50912,13,0.977,15
50913,13,0.977,15
50914,13,0.977,15
50915,13,0.977,15
50916,13,0.977,15
50917,13,0.977,15
50918,13,0.977,15
50919,13,0.977,15
50920,13,0.977,15
50921,13,0.977,15
50922,13,0.977,15
50923,13,0.977,15
50924,13,0.977,15
50925,13,0.977,15
50926,13,0.977,15
50927,13,0.977,15
50928,13,0.977,15
50929,13,0.977,15
50930,13,0.977,15
50931,13,0.977,15
50932,13,0.977,15
50933,13,0.977,15
50934,13,0.977,15
50935,13,0.977,15
50936,13,0.977,15
50937,13,0.977,15
50938,13,0.977,15
50939,13,0.977,15
50940,13,0.977,15
50941,13,0.977,15
50942,13,0.977,15
50943,13,0.977,15
50944,13,0.977,15
50945,13,0.977,15
50946,13,0.977,15
50947,13,0.977,15
50948,13,0.977,15
50949,13,0.977,15
50950,13,0.977,15
50951,13,0.977,15
50952,13,0.977,15
50953,13,0.977,15
50954,13,0.977,15
50955,13,0.977,15
50956,13,0.977,15
50957,13,0.977,15
50958,13,0.977,15
50959,13,0.977,15
50960,13,0.977,15
50961,13,0.977,15
50962,13,0.977,15
50963,13,0.977,15
50964,13,0.977,15
50965,13,0.977,15
50966,13,0.977,15
50967,13,0.977,15
50968,13,0.977,15
50969,13,0.977,15
50970,13,0.977,15
50971,13,0.977,15
50972,13,0.977,15
50973,13,0.977,15
50974,13,0.977,15
50975,13,0.977,15
50976,13,0.977,15
50977,13,0.977,15
50978,13,0.977,15
50979,13,0.977,15
50980,13,0.977,15
50981,13,0.977,15
50982,13,0.977,15
50983,13,0.977,15
50984,13,0.977,15
50985,13,0.977,15
50986,13,0.977,15
50987,13,0.977,15
50988,13,0.977,15
50989,13,0.977,15
50990,13,0.977,15
50991,13,0.977,15
50992,13,0.977,15
50993,13,0.977,15
50994,13,0.977,15
50995,13,0.977,15
50996,13,0.977,15
50997,13,0.977,15
50998,13,0.977,15
50999,13,0.977,15
51000,13,0.977,15
51001,13,0.977,15
51002,13,0.977,15
51003,13,0.977,15
51004,13,0.977,15
51005,13,0.977,15
51006,13,0.977,15
51007,13,0.977,15
51008,13,0.977,15
51009,13,0.977,15
51010,13,0.977,15
51011,13,0.977,15
51012,13,0.977,15
51013,13,0.977,15
51014,13,0.977,15
51015,13,0.977,15
51016,13,0.977,15
51017,13,0.977,15
51018,13,0.977,15
51019,13,0.977,15
51020,13,0.977,15
51021,13,0.977,15
51022,13,0.977,15
51023,13,0.977,15
51024,13,0.977,15
51025,13,0.977,15
51026,13,0.977,15
51027,13,0.977,15
51028,13,0.977,15
51029,13,0.977,15
51030,13,0.977,15
51031,13,0.977,15
51032,13,0.977,15
51033,13,0.977,15
51034,13,0.977,15
51035,13,0.977,15
51036,13,0.977,15
51037,13,0.977,15
51038,13,0.977,15
51039,13,0.977,15
51040,13,0.977,15
51041,13,0.977,15
51042,13,0.977,15
51043,13,0.977,15
51044,13,0.977,15
51045,13,0.977,15
51046,13,0.977,15
51047,13,0.977,15
51048,13,0.977,15
51049,13,0.977,15
51050,13,0.977,15
51051,13,0.977,15
51052,13,0.977,15
51053,13,0.977,15
51054,13,0.977,15
51055,13,0.977,15
51056,13,0.977,15
51057,13,0.977,15
51058,13,0.977,15
51059,13,0.977,15
51060,13,0.977,15
51061,13,0.977,15
51062,13,0.977,15
51063,13,0.977,15
51064,13,0.977,15
51065,13,0.977,15
51066,13,0.977,15
51067,13,0.977,15
51068,13,0.977,15
51069,13,0.977,15
51070,13,0.977,15
51071,13,0.977,15
51072,13,0.977,15
51073,13,0.977,15
51074,13,0.977,15
51075,13,0.977,15
51076,13,0.977,15
51077,13,0.977,15
51078,13,0.977,15
51079,13,0.977,15
51080,13,0.977,15
51081,13,0.977,15
51082,13,0.977,15
51083,13,0.977,15
51084,13,0.977,15
51085,13,0.977,15
51086,13,0.977,15
51087,13,0.977,15
51088,13,0.977,15
51089,13,0.977,15
51090,13,0.977,15
51091,13,0.977,15
51092,13,0.977,15
51093,13,0.977,15
51094,13,0.977,15
51095,13,0.977,15
51096,13,0.977,15
51097,13,0.977,15
51098,13,0.977,15
51099,13,0.977,15
51100,13,0.977,15
51101,13,0.977,15
51102,13,0.977,15
51103,13,0.977,15
51104,13,0.977,15
51105,13,0.977,15
51106,13,0.977,15
51107,13,0.977,15
51108,13,0.977,15
51109,13,0.977,15
51110,13,0.977,15
51111,13,0.977,15
51112,13,0.977,15
51113,13,0.977,15
51114,13,0.977,15
51115,13,0.977,15
51116,13,0.977,15
51117,13,0.977,15
51118,13,0.977,15
51119,13,0.977,15
51120,13,0.977,15
51121,13,0.977,15
51122,13,0.977,15
51123,13,0.977,15
51124,13,0.977,15
51125,13,0.977,15
51126,13,0.977,15
51127,13,0.977,15
51128,13,0.977,15
51129,13,0.977,15
51130,13,0.977,15
51131,13,0.977,15
51132,13,0.977,15
51133,13,0.977,15
51134,13,0.977,15
51135,13,0.977,15
51136,13,0.977,15
51137,13,0.977,15
51138,13,0.977,15
51139,13,0.977,15
51140,13,0.977,15
51141,13,0.977,15
51142,13,0.977,15
51143,13,0.977,15
51144,13,0.977,15
51145,13,0.977,15
51146,13,0.977,15
51147,13,0.977,15
51148,13,0.977,15
51149,13,0.977,15
51150,13,0.977,15
51151,13,0.977,15
51152,13,0.977,15
51153,13,0.977,15
51154,13,0.977,15
51155,13,0.977,15
51156,13,0.977,15
51157,13,0.977,15
51158,13,0.977,15
51159,13,0.977,15
51160,13,0.977,15
51161,13,0.977,15
51162,13,0.977,15
51163,13,0.977,15
51164,13,0.977,15
51165,13,0.977,15
51166,13,0.977,15
51167,13,0.977,15
51168,13,0.977,15
51169,13,0.977,15
51170,13,0.977,15
51171,13,0.977,15
51172,13,0.977,15
51173,13,0.977,15
51174,13,0.977,15
51175,13,0.977,15
51176,13,0.977,15
51177,13,0.977,15
51178,13,0.977,15
51179,13,0.977,15
51180,13,0.977,15
51181,13,0.977,15
51182,13,0.977,15
51183,13,0.977,15
51184,13,0.977,15
51185,13,0.977,15
51186,13,0.977,15
51187,13,0.977,15
51188,13,0.977,15
51189,13,0.977,15
51190,13,0.977,15
51191,13,0.977,15
51192,13,0.977,15
51193,13,0.977,15
51194,13,0.977,15
51195,13,0.977,15
51196,13,0.977,15
51197,13,0.977,15
51198,13,0.977,15
51199,13,0.977,15
51200,13,0.977,15
51201,13,0.977,15
51202,13,0.977,15
51203,13,0.977,15
51204,13,0.977,15
51205,13,0.977,15
51206,13,0.977,15
51207,13,0.977,15
51208,13,0.977,15
51209,13,0.977,15
51210,13,0.977,15
51211,13,0.977,15
51212,13,0.977,15
51213,13,0.977,15
51214,13,0.977,15
51215,13,0.977,15
51216,13,0.977,15
51217,13,0.977,15
51218,13,0.977,15
51219,13,0.977,15
51220,13,0.977,15
51221,13,0.977,15
51222,13,0.977,15
51223,13,0.977,15
51224,13,0.977,15
51225,13,0.977,15
51226,13,0.977,15
51227,13,0.977,15
51228,13,0.977,15
51229,13,0.977,15
51230,13,0.977,15
51231,13,0.977,15
51232,13,0.977,15
51233,13,0.977,15
51234,13,0.977,15
51235,13,0.977,15
51236,13,0.977,15
51237,13,0.977,15
51238,13,0.977,15
51239,13,0.977,15
51240,13,0.977,15
51241,13,0.977,15
51242,13,0.977,15
51243,13,0.977,15
51244,13,0.977,15
51245,13,0.977,15
51246,13,0.977,15
51247,13,0.977,15
51248,13,0.977,15
51249,13,0.977,15
51250,13,0.977,15
51251,13,0.977,15
51252,13,0.977,15
51253,13,0.977,15
51254,13,0.977,15
51255,13,0.977,15
51256,13,0.977,15
51257,13,0.977,15
51258,13,0.977,15
51259,13,0.977,15
51260,13,0.977,15
51261,13,0.977,15
51262,13,0.977,15
51263,13,0.977,15
51264,13,0.977,15
51265,13,0.977,15
51266,13,0.977,15
51267,13,0.977,15
51268,13,0.977,15
51269,13,0.977,15
51270,13,0.977,15
51271,13,0.977,15
51272,13,0.977,15
51273,13,0.977,15
51274,13,0.977,15
51275,13,0.977,15
51276,13,0.977,15
51277,13,0.977,15
51278,13,0.977,15
51279,13,0.977,15
51280,13,0.977,15
51281,13,0.977,15
51282,13,0.977,15
51283,13,0.977,15
51284,13,0.977,15
51285,13,0.977,15
51286,13,0.977,15
51287,13,0.977,15
51288,13,0.977,15
51289,13,0.977,15
51290,13,0.977,15
51291,13,0.977,15
51292,13,0.977,15
51293,13,0.977,15
51294,13,0.977,15
51295,13,0.977,15
51296,13,0.977,15
51297,13,0.977,15
51298,13,0.977,15
51299,13,0.977,15
51300,13,0.977,15
51301,13,0.977,15
51302,13,0.977,15
51303,13,0.977,15
51304,13,0.977,15
51305,13,0.977,15
51306,13,0.977,15
51307,13,0.977,15
51308,13,0.977,15
51309,13,0.977,15
51310,13,0.977,15
51311,13,0.977,15
51312,13,0.977,15
51313,13,0.977,15
51314,13,0.977,15
51315,13,0.977,15
51316,13,0.977,15
51317,13,0.977,15
51318,13,0.977,15
51319,13,0.977,15
51320,13,0.977,15
51321,13,0.977,15
51322,13,0.977,15
51323,13,0.977,15
51324,13,0.977,15
51325,13,0.977,15
51326,13,0.977,15
51327,13,0.977,15
51328,13,0.977,15
51329,13,0.977,15
51330,13,0.977,15
51331,13,0.977,15
51332,13,0.977,15
51333,13,0.977,15
51334,13,0.977,15
51335,13,0.977,15
51336,13,0.977,15
51337,13,0.977,15
51338,13,0.977,15
51339,13,0.977,15
51340,13,0.977,15
51341,13,0.977,15
51342,13,0.977,15
51343,13,0.977,15
51344,13,0.977,15
51345,13,0.977,15
51346,13,0.977,15
51347,13,0.977,15
51348,13,0.977,15
51349,13,0.977,15
51350,13,0.977,15
51351,13,0.977,15
51352,13,0.977,15
51353,13,0.977,15
51354,13,0.977,15
51355,13,0.977,15
51356,13,0.977,15
51357,13,0.977,15
51358,13,0.977,15
51359,13,0.977,15
51360,13,0.977,15
51361,13,0.977,15
51362,13,0.977,15
51363,13,0.977,15
51364,13,0.977,15
51365,13,0.977,15
51366,13,0.977,15
51367,13,0.977,15
51368,13,0.977,15
51369,13,0.977,15
51370,13,0.977,15
51371,13,0.977,15
51372,13,0.977,15
51373,13,0.977,15
51374,13,0.977,15
51375,13,0.977,15
51376,13,0.977,15
51377,13,0.977,15
51378,13,0.977,15
51379,13,0.977,15
51380,13,0.977,15
51381,13,0.977,15
51382,13,0.977,15
51383,13,0.977,15
51384,13,0.977,15
51385,13,0.977,15
51386,13,0.977,15
51387,13,0.977,15
51388,13,0.977,15
51389,13,0.977,15
51390,13,0.977,15
51391,13,0.977,15
51392,13,0.977,15
51393,13,0.977,15
51394,13,0.977,15
51395,13,0.977,15
51396,13,0.977,15
51397,13,0.977,15
51398,13,0.977,15
51399,13,0.977,15
51400,13,0.977,15
51401,13,0.977,15
51402,13,0.977,15
51403,13,0.977,15
51404,13,0.977,15
51405,13,0.977,15
51406,13,0.977,15
51407,13,0.977,15
51408,13,0.977,15
51409,13,0.977,15
51410,13,0.977,15
51411,13,0.977,15
51412,13,0.977,15
51413,13,0.977,15
51414,13,0.977,15
51415,13,0.977,15
51416,13,0.977,15
51417,13,0.977,15
51418,13,0.977,15
51419,13,0.977,15
51420,13,0.977,15
51421,13,0.977,15
51422,13,0.977,15
51423,13,0.977,15
51424,13,0.977,15
51425,13,0.977,15
51426,13,0.977,15
51427,13,0.977,15
51428,13,0.977,15
51429,13,0.977,15
51430,13,0.977,15
51431,13,0.977,15
51432,13,0.977,15
51433,13,0.977,15
51434,13,0.977,15
51435,13,0.977,15
51436,13,0.977,15
51437,13,0.977,15
51438,13,0.977,15
51439,13,0.977,15
51440,13,0.977,15
51441,13,0.977,15
51442,13,0.977,15
51443,13,0.977,15
51444,13,0.977,15
51445,13,0.977,15
51446,13,0.977,15
51447,13,0.977,15
51448,13,0.977,15
51449,13,0.977,15
51450,13,0.977,15
51451,13,0.977,15
51452,13,0.977,15
51453,13,0.977,15
51454,13,0.977,15
51455,13,0.977,15
51456,13,0.977,15
51457,13,0.977,15
51458,13,0.977,15
51459,13,0.977,15
51460,13,0.977,15
51461,13,0.977,15
51462,13,0.977,15
51463,13,0.977,15
51464,13,0.977,15
51465,13,0.977,15
51466,13,0.977,15
51467,13,0.977,15
51468,13,0.977,15
51469,13,0.977,15
51470,13,0.977,15
51471,13,0.977,15
51472,13,0.977,15
51473,13,0.977,15
51474,13,0.977,15
51475,13,0.977,15
51476,13,0.977,15
51477,13,0.977,15
51478,13,0.977,15
51479,13,0.977,15
51480,13,0.977,15
51481,13,0.977,15
51482,13,0.977,15
51483,13,0.977,15
51484,13,0.977,15
51485,13,0.977,15
51486,13,0.977,15
51487,13,0.977,15
51488,13,0.977,15
51489,13,0.977,15
51490,13,0.977,15
51491,13,0.977,15
51492,13,0.977,15
51493,13,0.977,15
51494,13,0.977,15
51495,13,0.977,15
51496,13,0.977,15
51497,13,0.977,15
51498,13,0.977,15
51499,13,0.977,15
51500,13,0.977,15
51501,13,0.977,15
51502,13,0.977,15
51503,13,0.977,15
51504,13,0.977,15
51505,13,0.977,15
51506,13,0.977,15
51507,13,0.977,15
51508,13,0.977,15
51509,13,0.977,15
51510,13,0.977,15
51511,13,0.977,15
51512,13,0.977,15
51513,13,0.977,15
51514,13,0.977,15
51515,13,0.977,15
51516,13,0.977,15
51517,13,0.977,15
51518,13,0.977,15
51519,13,0.977,15
51520,13,0.977,15
51521,13,0.977,15
51522,13,0.977,15
51523,13,0.977,15
51524,13,0.977,15
51525,13,0.977,15
51526,13,0.977,15
51527,13,0.977,15
51528,13,0.977,15
51529,13,0.977,15
51530,13,0.977,15
51531,13,0.977,15
51532,13,0.977,15
51533,13,0.977,15
51534,13,0.977,15
51535,13,0.977,15
51536,13,0.977,15
51537,13,0.977,15
51538,13,0.977,15
51539,13,0.977,15
51540,13,0.977,15
51541,13,0.977,15
51542,13,0.977,15
51543,13,0.977,15
51544,13,0.977,15
51545,13,0.977,15
51546,13,0.977,15
51547,13,0.977,15
51548,13,0.977,15
51549,13,0.977,15
51550,13,0.977,15
51551,13,0.977,15
51552,13,0.977,15
51553,13,0.977,15
51554,13,0.977,15
51555,13,0.977,15
51556,13,0.977,15
51557,13,0.977,15
51558,13,0.977,15
51559,13,0.977,15
51560,13,0.977,15
51561,13,0.977,15
51562,13,0.977,15
51563,13,0.977,15
51564,13,0.977,15
51565,13,0.977,15
51566,13,0.977,15
51567,13,0.977,15
51568,13,0.977,15
51569,13,0.977,15
51570,13,0.977,15
51571,13,0.977,15
51572,13,0.977,15
51573,13,0.977,15
51574,13,0.977,15
51575,13,0.977,15
51576,13,0.977,15
51577,13,0.977,15
51578,13,0.977,15
51579,13,0.977,15
51580,13,0.977,15
51581,13,0.977,15
51582,13,0.977,15
51583,13,0.977,15
51584,13,0.977,15
51585,13,0.977,15
51586,13,0.977,15
51587,13,0.977,15
51588,13,0.977,15
51589,13,0.977,15
51590,13,0.977,15
51591,13,0.977,15
51592,13,0.977,15
51593,13,0.977,15
51594,13,0.977,15
51595,13,0.977,15
51596,13,0.977,15
51597,13,0.977,15
51598,13,0.977,15
51599,13,0.977,15
51600,13,0.977,15
51601,13,0.977,15
51602,13,0.977,15
51603,13,0.977,15
51604,13,0.977,15
51605,13,0.977,15
51606,13,0.977,15
51607,13,0.977,15
51608,13,0.977,15
51609,13,0.977,15
51610,13,0.977,15
51611,13,0.977,15
51612,13,0.977,15
51613,13,0.977,15
51614,13,0.977,15
51615,13,0.977,15
51616,13,0.977,15
51617,13,0.977,15
51618,13,0.977,15
51619,13,0.977,15
51620,13,0.977,15
51621,13,0.977,15
51622,13,0.977,15
51623,13,0.977,15
51624,13,0.977,15
51625,13,0.977,15
51626,13,0.977,15
51627,13,0.977,15
51628,13,0.977,15
51629,13,0.977,15
51630,13,0.977,15
51631,13,0.977,15
51632,13,0.977,15
51633,13,0.977,15
51634,13,0.977,15
51635,13,0.977,15
51636,13,0.977,15
51637,13,0.977,15
51638,13,0.977,15
51639,13,0.977,15
51640,13,0.977,15
51641,13,0.977,15
51642,13,0.977,15
51643,13,0.977,15
51644,13,0.977,15
51645,13,0.977,15
51646,13,0.977,15
51647,13,0.977,15
51648,13,0.977,15
51649,13,0.977,15
51650,13,0.977,15
51651,13,0.977,15
51652,13,0.977,15
51653,13,0.977,15
51654,13,0.977,15
51655,13,0.977,15
51656,13,0.977,15
51657,13,0.977,15
51658,13,0.977,15
51659,13,0.977,15
51660,13,0.977,15
51661,13,0.977,15
51662,13,0.977,15
51663,13,0.977,15
51664,13,0.977,15
51665,13,0.977,15
51666,13,0.977,15
51667,13,0.977,15
51668,13,0.977,15
51669,13,0.977,15
51670,13,0.977,15
51671,13,0.977,15
51672,13,0.977,15
51673,13,0.977,15
51674,13,0.977,15
51675,13,0.977,15
51676,13,0.977,15
51677,13,0.977,15
51678,13,0.977,15
51679,13,0.977,15
51680,13,0.977,15
51681,13,0.977,15
51682,13,0.977,15
51683,13,0.977,15
51684,13,0.977,15
51685,13,0.977,15
51686,13,0.977,15
51687,13,0.977,15
51688,13,0.977,15
51689,13,0.977,15
51690,13,0.977,15
51691,13,0.977,15
51692,13,0.977,15
51693,13,0.977,15
51694,13,0.977,15
51695,13,0.977,15
51696,13,0.977,15
51697,13,0.977,15
51698,13,0.977,15
51699,13,0.977,15
51700,13,0.977,15
51701,13,0.977,15
51702,13,0.977,15
51703,13,0.977,15
51704,13,0.977,15
51705,13,0.977,15
51706,13,0.977,15
51707,13,0.977,15
51708,13,0.977,15
51709,13,0.977,15
51710,13,0.977,15
51711,13,0.977,15
51712,13,0.977,15
51713,13,0.977,15
51714,13,0.977,15
51715,13,0.977,15
51716,13,0.977,15
51717,13,0.977,15
51718,13,0.977,15
51719,13,0.977,15
51720,13,0.977,15
51721,13,0.977,15
51722,13,0.977,15
51723,13,0.977,15
51724,13,0.977,15
51725,13,0.977,15
51726,13,0.977,15
51727,13,0.977,15
51728,13,0.977,15
51729,13,0.977,15
51730,13,0.977,15
51731,13,0.977,15
51732,13,0.977,15
51733,13,0.977,15
51734,13,0.977,15
51735,13,0.977,15
51736,13,0.977,15
51737,13,0.977,15
51738,13,0.977,15
51739,13,0.977,15
51740,13,0.977,15
51741,13,0.977,15
51742,13,0.977,15
51743,13,0.977,15
51744,13,0.977,15
51745,13,0.977,15
51746,13,0.977,15
51747,13,0.977,15
51748,13,0.977,15
51749,13,0.977,15
51750,13,0.977,15
51751,13,0.977,15
51752,13,0.977,15
51753,13,0.977,15
51754,13,0.977,15
51755,13,0.977,15
51756,13,0.977,15
51757,13,0.977,15
51758,13,0.977,15
51759,13,0.977,15
51760,13,0.977,15
51761,13,0.977,15
51762,13,0.977,15
51763,13,0.977,15
51764,13,0.977,15
51765,13,0.977,15
51766,13,0.977,15
51767,13,0.977,15
51768,13,0.977,15
51769,13,0.977,15
51770,13,0.977,15
51771,13,0.977,15
51772,13,0.977,15
51773,13,0.977,15
51774,13,0.977,15
51775,13,0.977,15
51776,13,0.977,15
51777,13,0.977,15
51778,13,0.977,15
51779,13,0.977,15
51780,13,0.977,15
51781,13,0.977,15
51782,13,0.977,15
51783,13,0.977,15
51784,13,0.977,15
51785,13,0.977,15
51786,13,0.977,15
51787,13,0.977,15
51788,13,0.977,15
51789,13,0.977,15
51790,13,0.977,15
51791,13,0.977,15
51792,13,0.977,15
51793,13,0.977,15
51794,13,0.977,15
51795,13,0.977,15
51796,13,0.977,15
51797,13,0.977,15
51798,13,0.977,15
51799,13,0.977,15
51800,13,0.977,15
51801,13,0.977,15
51802,13,0.977,15
51803,13,0.977,15
51804,13,0.977,15
51805,13,0.977,15
51806,13,0.977,15
51807,13,0.977,15
51808,13,0.977,15
